Strain	Replicate	ABX	ABXConc	DrugX	DrugXConc	normAUC	Exp
SADSM20231	2	Doxycycline	0.13	Diflunisal	10	0.060983628	EC
SADSM20231	2	Doxycycline	0.13	Diflunisal	20	0.0813913	EC
SADSM20231	2	Doxycycline	0.13	Diflunisal	40	0.069900763	EC
SADSM20231	2	Doxycycline	0.13	Diflunisal	80	0.036626085	EC
SADSM20231	2	Doxycycline	0.13	Diflunisal	160	0.026392326	EC
SADSM20231	2	Doxycycline	0.13	Diflunisal	320	0.042311507	EC
SADSM20231	2	Doxycycline	0.13	Diflunisal	640	0.039797952	EC
SADSM20231	2	Doxycycline	0.16	Diflunisal	0	0.08121176	EC
SADSM20231	2	Doxycycline	0.16	Diflunisal	10	0.061761633	EC
SADSM20231	2	Doxycycline	0.16	Diflunisal	20	0.069840917	EC
SADSM20231	2	Doxycycline	0.16	Diflunisal	40	0.040336571	EC
SADSM20231	2	Doxycycline	0.16	Diflunisal	80	0.046381072	EC
SADSM20231	2	Doxycycline	0.16	Diflunisal	160	0.035429154	EC
SADSM20231	2	Doxycycline	0.16	Diflunisal	320	0.046680304	EC
SADSM20231	2	Doxycycline	0.16	Diflunisal	640	0.041234269	EC
SADSM20231	2	Doxycycline	0.18	Diflunisal	0	0.058170841	EC
SADSM20231	2	Doxycycline	0.18	Diflunisal	10	0.089590276	EC
SADSM20231	2	Doxycycline	0.18	Diflunisal	20	0.049373399	EC
SADSM20231	2	Doxycycline	0.18	Diflunisal	40	0.054998974	EC
SADSM20231	2	Doxycycline	0.18	Diflunisal	80	0.062120713	EC
SADSM20231	2	Doxycycline	0.18	Diflunisal	160	0.046979537	EC
SADSM20231	2	Doxycycline	0.18	Diflunisal	320	0.048176468	EC
SADSM20231	2	Doxycycline	0.18	Diflunisal	640	0.148898202	EC
SADSM20231	3	Doxycycline	0	Diflunisal	0	0.930889354	EC
SADSM20231	3	Doxycycline	0	Diflunisal	10	0.875082889	EC
SADSM20231	3	Doxycycline	0	Diflunisal	20	0.852220997	EC
SADSM20231	3	Doxycycline	0	Diflunisal	40	0.753504519	EC
SADSM20231	3	Doxycycline	0	Diflunisal	80	0.633274414	EC
SADSM20231	3	Doxycycline	0	Diflunisal	160	0.395510735	EC
SADSM20231	3	Doxycycline	0	Diflunisal	320	0.2132018	EC
SADSM20231	3	Doxycycline	0	Diflunisal	640	0.03218251	EC
SADSM20231	3	Doxycycline	0.03	Diflunisal	0	0.313149303	EC
SADSM20231	3	Doxycycline	0.03	Diflunisal	10	0.37698674	EC
SADSM20231	3	Doxycycline	0.03	Diflunisal	20	0.317897542	EC
SADSM20231	3	Doxycycline	0.03	Diflunisal	40	0.368662667	EC
SADSM20231	3	Doxycycline	0.03	Diflunisal	80	0.184595124	EC
SADSM20231	3	Doxycycline	0.03	Diflunisal	160	0.222522417	EC
SADSM20231	3	Doxycycline	0.03	Diflunisal	320	0.120933548	EC
SADSM20231	3	Doxycycline	0.03	Diflunisal	640	0.023448095	EC
SADSM20231	3	Doxycycline	0.05	Diflunisal	0	0.148250578	EC
SADSM20231	3	Doxycycline	0.05	Diflunisal	10	0.181722733	EC
SADSM20231	3	Doxycycline	0.05	Diflunisal	20	0.186764073	EC
SADSM20231	3	Doxycycline	0.05	Diflunisal	40	0.17369176	EC
SADSM20231	3	Doxycycline	0.05	Diflunisal	80	0.138285138	EC
SADSM20231	3	Doxycycline	0.05	Diflunisal	160	0.126033508	EC
SADSM20231	3	Doxycycline	0.05	Diflunisal	320	0.06688569	EC
SADSM20231	3	Doxycycline	0.05	Diflunisal	640	0.030834244	EC
SADSM20231	3	Doxycycline	0.08	Diflunisal	0	0.111847411	EC
SADSM20231	3	Doxycycline	0.08	Diflunisal	10	0.096313048	EC
SADSM20231	3	Doxycycline	0.08	Diflunisal	20	0.078726977	EC
SADSM20231	3	Doxycycline	0.08	Diflunisal	40	0.068585677	EC
SADSM20231	3	Doxycycline	0.08	Diflunisal	80	0.096371669	EC
SADSM20231	3	Doxycycline	0.08	Diflunisal	160	0.082713154	EC
SADSM20231	3	Doxycycline	0.08	Diflunisal	320	0.071164967	EC
SADSM20231	3	Doxycycline	0.08	Diflunisal	640	0.010258541	EC
SADSM20231	3	Doxycycline	0.1	Diflunisal	0	0.075620105	EC
SADSM20231	3	Doxycycline	0.1	Diflunisal	10	0.057799553	EC
SADSM20231	3	Doxycycline	0.1	Diflunisal	20	0.061375388	EC
SADSM20231	3	Doxycycline	0.1	Diflunisal	40	0.043144494	EC
SADSM20231	3	Doxycycline	0.1	Diflunisal	80	0.056509908	EC
SADSM20231	3	Doxycycline	0.1	Diflunisal	160	0.073216675	EC
SADSM20231	3	Doxycycline	0.1	Diflunisal	320	0.049299619	EC
SADSM20231	3	Doxycycline	0.1	Diflunisal	640	0.009379238	EC
SADSM20231	3	Doxycycline	0.13	Diflunisal	0	0.062899514	EC
SADSM20231	3	Doxycycline	0.13	Diflunisal	10	0.053051314	EC
SADSM20231	3	Doxycycline	0.13	Diflunisal	20	0.051351327	EC
SADSM20231	3	Doxycycline	0.13	Diflunisal	40	0.032416991	EC
SADSM20231	3	Doxycycline	0.13	Diflunisal	80	0.039041077	EC
SADSM20231	3	Doxycycline	0.13	Diflunisal	160	0.05692025	EC
SADSM20231	3	Doxycycline	0.13	Diflunisal	320	0.050940985	EC
SADSM20231	3	Doxycycline	0.13	Diflunisal	640	0.047892733	EC
SADSM20231	3	Doxycycline	0.16	Diflunisal	0	0.061316767	EC
SADSM20231	3	Doxycycline	0.16	Diflunisal	10	0.067471892	EC
SADSM20231	3	Doxycycline	0.16	Diflunisal	20	0.057213351	EC
SADSM20231	3	Doxycycline	0.16	Diflunisal	40	0.038572116	EC
SADSM20231	3	Doxycycline	0.16	Diflunisal	80	0.041151406	EC
SADSM20231	3	Doxycycline	0.16	Diflunisal	160	0.031537687	EC
SADSM20231	3	Doxycycline	0.16	Diflunisal	320	0.038806596	EC
SADSM20231	3	Doxycycline	0.16	Diflunisal	640	0.070930486	EC
SADSM20231	3	Doxycycline	0.18	Diflunisal	0	0.063544336	EC
SADSM20231	3	Doxycycline	0.18	Diflunisal	10	0.048830657	EC
SADSM20231	3	Doxycycline	0.18	Diflunisal	20	0.045665164	EC
SADSM20231	3	Doxycycline	0.18	Diflunisal	40	0.057623692	EC
SADSM20231	3	Doxycycline	0.18	Diflunisal	80	0.054047858	EC
SADSM20231	3	Doxycycline	0.18	Diflunisal	160	0.066358108	EC
SADSM20231	3	Doxycycline	0.18	Diflunisal	320	0.078609737	EC
SADSM20231	3	Doxycycline	0.18	Diflunisal	640	0.073275295	EC
SADSM20231	1	Doxycycline	0	Tolfenamic Acid	0	0.932780562	EC
SADSM20231	1	Doxycycline	0	Tolfenamic Acid	10	0.846480314	EC
SADSM20231	1	Doxycycline	0	Tolfenamic Acid	20	0.661047067	EC
SADSM20231	1	Doxycycline	0	Tolfenamic Acid	40	0.477378324	EC
SADSM20231	1	Doxycycline	0	Tolfenamic Acid	80	0.302371687	EC
SADSM20231	1	Doxycycline	0	Tolfenamic Acid	160	0.110522065	EC
SADSM20231	1	Doxycycline	0	Tolfenamic Acid	320	0.037054567	EC
SADSM20231	1	Doxycycline	0	Tolfenamic Acid	640	0.011442536	EC
SADSM20231	1	Doxycycline	0.03	Tolfenamic Acid	0	0.283710729	EC
SADSM20231	1	Doxycycline	0.03	Tolfenamic Acid	10	0.357766394	EC
SADSM20231	1	Doxycycline	0.03	Tolfenamic Acid	20	0.372524057	EC
SADSM20231	1	Doxycycline	0.03	Tolfenamic Acid	40	0.256548073	EC
SADSM20231	1	Doxycycline	0.03	Tolfenamic Acid	80	0.13260509	EC
SADSM20231	1	Doxycycline	0.03	Tolfenamic Acid	160	0.059137592	EC
SADSM20231	1	Doxycycline	0.03	Tolfenamic Acid	320	0.017110334	EC
SADSM20231	1	Doxycycline	0.03	Tolfenamic Acid	640	0.03641293	EC
SADSM20231	1	Doxycycline	0.05	Tolfenamic Acid	0	0.16623759	EC
SADSM20231	1	Doxycycline	0.05	Tolfenamic Acid	10	0.220242083	EC
SADSM20231	1	Doxycycline	0.05	Tolfenamic Acid	20	0.207676681	EC
SADSM20231	1	Doxycycline	0.05	Tolfenamic Acid	40	0.106832649	EC
SADSM20231	1	Doxycycline	0.05	Tolfenamic Acid	80	0.121697252	EC
SADSM20231	1	Doxycycline	0.05	Tolfenamic Acid	160	0.064751921	EC
SADSM20231	1	Doxycycline	0.05	Tolfenamic Acid	320	0.02609326	EC
SADSM20231	1	Doxycycline	0.05	Tolfenamic Acid	640	0.045823614	EC
SADSM20231	1	Doxycycline	0.08	Tolfenamic Acid	0	0.109826957	EC
SADSM20231	1	Doxycycline	0.08	Tolfenamic Acid	10	0.145758659	EC
SADSM20231	1	Doxycycline	0.08	Tolfenamic Acid	20	0.146667646	EC
SADSM20231	1	Doxycycline	0.08	Tolfenamic Acid	40	0.11704538	EC
SADSM20231	1	Doxycycline	0.08	Tolfenamic Acid	80	0.116082923	EC
SADSM20231	1	Doxycycline	0.08	Tolfenamic Acid	160	0.073574437	EC
SADSM20231	1	Doxycycline	0.08	Tolfenamic Acid	320	0.030531253	EC
SADSM20231	1	Doxycycline	0.08	Tolfenamic Acid	640	0.047695057	EC
SADSM20231	1	Doxycycline	0.1	Tolfenamic Acid	0	0.100737092	EC
SADSM20231	1	Doxycycline	0.1	Tolfenamic Acid	10	0.121697252	EC
SADSM20231	1	Doxycycline	0.1	Tolfenamic Acid	20	0.112714326	EC
SADSM20231	1	Doxycycline	0.1	Tolfenamic Acid	40	0.094962355	EC
SADSM20231	1	Doxycycline	0.1	Tolfenamic Acid	80	0.106030602	EC
SADSM20231	1	Doxycycline	0.1	Tolfenamic Acid	160	0.06763929	EC
SADSM20231	1	Doxycycline	0.1	Tolfenamic Acid	320	0.054111432	EC
SADSM20231	1	Doxycycline	0.1	Tolfenamic Acid	640	0.135759808	EC
SADSM20231	1	Doxycycline	0.13	Tolfenamic Acid	0	0.093251321	EC
SADSM20231	1	Doxycycline	0.13	Tolfenamic Acid	10	0.115227407	EC
SADSM20231	1	Doxycycline	0.13	Tolfenamic Acid	20	0.092770093	EC
SADSM20231	1	Doxycycline	0.13	Tolfenamic Acid	40	0.115441286	EC
SADSM20231	1	Doxycycline	0.13	Tolfenamic Acid	80	0.084696154	EC
SADSM20231	1	Doxycycline	0.13	Tolfenamic Acid	160	0.065340089	EC
SADSM20231	1	Doxycycline	0.13	Tolfenamic Acid	320	0.079028356	EC
SADSM20231	1	Doxycycline	0.13	Tolfenamic Acid	640	0.082022664	EC
SADSM20231	1	Doxycycline	0.16	Tolfenamic Acid	0	0.081862255	EC
SADSM20231	1	Doxycycline	0.16	Tolfenamic Acid	10	0.07282586	EC
SADSM20231	1	Doxycycline	0.16	Tolfenamic Acid	20	0.063468646	EC
SADSM20231	1	Doxycycline	0.16	Tolfenamic Acid	40	0.055715526	EC
SADSM20231	1	Doxycycline	0.16	Tolfenamic Acid	80	0.094213778	EC
SADSM20231	1	Doxycycline	0.16	Tolfenamic Acid	160	0.080739389	EC
SADSM20231	1	Doxycycline	0.16	Tolfenamic Acid	320	0.07544588	EC
SADSM20231	1	Doxycycline	0.16	Tolfenamic Acid	640	0.164793906	EC
SADSM20231	1	Doxycycline	0.18	Tolfenamic Acid	0	0.056143284	EC
SADSM20231	1	Doxycycline	0.18	Tolfenamic Acid	10	0.057480029	EC
SADSM20231	1	Doxycycline	0.18	Tolfenamic Acid	20	0.045395855	EC
SADSM20231	1	Doxycycline	0.18	Tolfenamic Acid	40	0.065981726	EC
SADSM20231	1	Doxycycline	0.18	Tolfenamic Acid	80	0.045984023	EC
SADSM20231	1	Doxycycline	0.18	Tolfenamic Acid	160	0.032456165	EC
SADSM20231	1	Doxycycline	0.18	Tolfenamic Acid	320	0.068441337	EC
SADSM20231	1	Doxycycline	0.18	Tolfenamic Acid	640	0.071970343	EC
SADSM20231	2	Doxycycline	0	Tolfenamic Acid	0	0.932648542	EC
SADSM20231	2	Doxycycline	0	Tolfenamic Acid	10	0.856882818	EC
SADSM20231	2	Doxycycline	0	Tolfenamic Acid	20	0.712652646	EC
SADSM20231	2	Doxycycline	0	Tolfenamic Acid	40	0.545680789	EC
SADSM20231	2	Doxycycline	0	Tolfenamic Acid	80	0.347349342	EC
SADSM20231	2	Doxycycline	0	Tolfenamic Acid	160	0.132260862	EC
SADSM20231	2	Doxycycline	0	Tolfenamic Acid	320	0.046141685	EC
SADSM20231	2	Doxycycline	0	Tolfenamic Acid	640	0.006283887	EC
SADSM20231	2	Doxycycline	0.03	Tolfenamic Acid	0	0.333584636	EC
SADSM20231	2	Doxycycline	0.03	Tolfenamic Acid	10	0.422935527	EC
SADSM20231	2	Doxycycline	0.03	Tolfenamic Acid	20	0.382000491	EC
SADSM20231	2	Doxycycline	0.03	Tolfenamic Acid	40	0.331490007	EC
SADSM20231	2	Doxycycline	0.03	Tolfenamic Acid	80	0.015799488	EC
SADSM20231	2	Doxycycline	0.03	Tolfenamic Acid	160	0.057392836	EC
SADSM20231	2	Doxycycline	0.03	Tolfenamic Acid	320	0.012627621	EC
SADSM20231	2	Doxycycline	0.03	Tolfenamic Acid	640	0.008917135	EC
SADSM20231	2	Doxycycline	0.05	Tolfenamic Acid	0	0.191748327	EC
SADSM20231	2	Doxycycline	0.05	Tolfenamic Acid	10	0.228673645	EC
SADSM20231	2	Doxycycline	0.05	Tolfenamic Acid	20	0.2017427	EC
SADSM20231	2	Doxycycline	0.05	Tolfenamic Acid	40	0.15117237	EC
SADSM20231	2	Doxycycline	0.05	Tolfenamic Acid	80	0.103235288	EC
SADSM20231	2	Doxycycline	0.05	Tolfenamic Acid	160	0.060445009	EC
SADSM20231	2	Doxycycline	0.05	Tolfenamic Acid	320	0.014004091	EC
SADSM20231	2	Doxycycline	0.05	Tolfenamic Acid	640	0.043508438	EC
SADSM20231	2	Doxycycline	0.08	Tolfenamic Acid	0	0.10718516	EC
SADSM20231	2	Doxycycline	0.08	Tolfenamic Acid	10	0.118316618	EC
SADSM20231	2	Doxycycline	0.08	Tolfenamic Acid	20	0.164937075	EC
SADSM20231	2	Doxycycline	0.08	Tolfenamic Acid	40	0.139322755	EC
SADSM20231	2	Doxycycline	0.08	Tolfenamic Acid	80	0.054220969	EC
SADSM20231	2	Doxycycline	0.08	Tolfenamic Acid	160	0.033813297	EC
SADSM20231	2	Doxycycline	0.08	Tolfenamic Acid	320	0.030940663	EC
SADSM20231	2	Doxycycline	0.08	Tolfenamic Acid	640	0.040994883	EC
SADSM20231	2	Doxycycline	0.1	Tolfenamic Acid	0	0.080553448	EC
SADSM20231	2	Doxycycline	0.1	Tolfenamic Acid	10	0.075167259	EC
SADSM20231	2	Doxycycline	0.1	Tolfenamic Acid	20	0.104312526	EC
SADSM20231	2	Doxycycline	0.1	Tolfenamic Acid	40	0.077740661	EC
SADSM20231	2	Doxycycline	0.1	Tolfenamic Acid	80	0.023818925	EC
SADSM20231	2	Doxycycline	0.1	Tolfenamic Acid	160	0.019928899	EC
SADSM20231	2	Doxycycline	0.1	Tolfenamic Acid	320	0.03584808	EC
SADSM20231	2	Doxycycline	0.1	Tolfenamic Acid	640	0.069122758	EC
SADSM20231	2	Doxycycline	0.13	Tolfenamic Acid	0	0.072833244	EC
SADSM20231	2	Doxycycline	0.13	Tolfenamic Acid	10	0.060145777	EC
SADSM20231	2	Doxycycline	0.13	Tolfenamic Acid	20	0.06200102	EC
SADSM20231	2	Doxycycline	0.13	Tolfenamic Acid	40	0.081989765	EC
SADSM20231	2	Doxycycline	0.13	Tolfenamic Acid	80	0.033214832	EC
SADSM20231	2	Doxycycline	0.13	Tolfenamic Acid	160	0.022621994	EC
SADSM20231	2	Doxycycline	0.13	Tolfenamic Acid	320	0.037823016	EC
SADSM20231	2	Doxycycline	0.13	Tolfenamic Acid	640	0.069721224	EC
SADSM20231	2	Doxycycline	0.16	Tolfenamic Acid	0	0.106467002	EC
SADSM20231	2	Doxycycline	0.16	Tolfenamic Acid	10	0.064454728	EC
SADSM20231	2	Doxycycline	0.16	Tolfenamic Acid	20	0.069302298	EC
SADSM20231	2	Doxycycline	0.16	Tolfenamic Acid	40	0.059367772	EC
SADSM20231	2	Doxycycline	0.16	Tolfenamic Acid	80	0.044944755	EC
SADSM20231	2	Doxycycline	0.16	Tolfenamic Acid	160	0.054161122	EC
SADSM20231	2	Doxycycline	0.16	Tolfenamic Acid	320	0.054041429	EC
SADSM20231	2	Doxycycline	0.16	Tolfenamic Acid	640	0.036267006	EC
SADSM20231	2	Doxycycline	0.18	Tolfenamic Acid	0	0.053383117	EC
SADSM20231	2	Doxycycline	0.18	Tolfenamic Acid	10	0.076064957	EC
SADSM20231	2	Doxycycline	0.18	Tolfenamic Acid	20	0.072893091	EC
SADSM20231	2	Doxycycline	0.18	Tolfenamic Acid	40	0.045662913	EC
SADSM20231	2	Doxycycline	0.18	Tolfenamic Acid	80	0.056016365	EC
SADSM20231	2	Doxycycline	0.18	Tolfenamic Acid	160	0.049672632	EC
SADSM20231	2	Doxycycline	0.18	Tolfenamic Acid	320	0.039079793	EC
SADSM20231	2	Doxycycline	0.18	Tolfenamic Acid	640	0.084263934	EC
SADSM20231	3	Doxycycline	0	Tolfenamic Acid	0	0.916586016	EC
SADSM20231	3	Doxycycline	0	Tolfenamic Acid	10	0.849114124	EC
SADSM20231	3	Doxycycline	0	Tolfenamic Acid	20	0.748404558	EC
SADSM20231	3	Doxycycline	0	Tolfenamic Acid	40	0.550092298	EC
SADSM20231	3	Doxycycline	0	Tolfenamic Acid	80	0.353069684	EC
SADSM20231	3	Doxycycline	0	Tolfenamic Acid	160	0.112492234	EC
SADSM20231	3	Doxycycline	0	Tolfenamic Acid	320	0.072923574	EC
SADSM20231	3	Doxycycline	0	Tolfenamic Acid	640	0.040858305	EC
SADSM20231	3	Doxycycline	0.03	Tolfenamic Acid	0	0.298552864	EC
SADSM20231	3	Doxycycline	0.03	Tolfenamic Acid	10	0.423589828	EC
SADSM20231	3	Doxycycline	0.03	Tolfenamic Acid	20	0.39680038	EC
SADSM20231	3	Doxycycline	0.03	Tolfenamic Acid	40	0.283370223	EC
SADSM20231	3	Doxycycline	0.03	Tolfenamic Acid	80	0.02239293	EC
SADSM20231	3	Doxycycline	0.03	Tolfenamic Acid	160	0.092209632	EC
SADSM20231	3	Doxycycline	0.03	Tolfenamic Acid	320	0.073158055	EC
SADSM20231	3	Doxycycline	0.03	Tolfenamic Acid	640	0.053578896	EC
SADSM20231	3	Doxycycline	0.05	Tolfenamic Acid	0	0.154581563	EC
SADSM20231	3	Doxycycline	0.05	Tolfenamic Acid	10	0.212029395	EC
SADSM20231	3	Doxycycline	0.05	Tolfenamic Acid	20	0.180608948	EC
SADSM20231	3	Doxycycline	0.05	Tolfenamic Acid	40	0.109737083	EC
SADSM20231	3	Doxycycline	0.05	Tolfenamic Acid	80	0.059968502	EC
SADSM20231	3	Doxycycline	0.05	Tolfenamic Acid	160	0.074213219	EC
SADSM20231	3	Doxycycline	0.05	Tolfenamic Acid	320	0.055396123	EC
SADSM20231	3	Doxycycline	0.05	Tolfenamic Acid	640	0.030189422	EC
SADSM20231	3	Doxycycline	0.08	Tolfenamic Acid	0	0.090626885	EC
SADSM20231	3	Doxycycline	0.08	Tolfenamic Acid	10	0.107685374	EC
SADSM20231	3	Doxycycline	0.08	Tolfenamic Acid	20	0.117416334	EC
SADSM20231	3	Doxycycline	0.08	Tolfenamic Acid	40	0.092678594	EC
SADSM20231	3	Doxycycline	0.08	Tolfenamic Acid	80	0.063368476000000007	EC
SADSM20231	3	Doxycycline	0.08	Tolfenamic Acid	160	0.054751301	EC
SADSM20231	3	Doxycycline	0.08	Tolfenamic Acid	320	0.036168686	EC
SADSM20231	3	Doxycycline	0.08	Tolfenamic Acid	640	0.02221707	EC
SADSM20231	3	Doxycycline	0.1	Tolfenamic Acid	0	0.073802878	EC
SADSM20231	3	Doxycycline	0.1	Tolfenamic Acid	10	0.056627148	EC
SADSM20231	3	Doxycycline	0.1	Tolfenamic Acid	20	0.066533968	EC
SADSM20231	3	Doxycycline	0.1	Tolfenamic Acid	40	0.056568528	EC
SADSM20231	3	Doxycycline	0.1	Tolfenamic Acid	80	0.045137582	EC
SADSM20231	3	Doxycycline	0.1	Tolfenamic Acid	160	0.052934073	EC
SADSM20231	3	Doxycycline	0.1	Tolfenamic Acid	320	0.046368607	EC
SADSM20231	3	Doxycycline	0.1	Tolfenamic Acid	640	0.050061682	EC
SADSM20231	3	Doxycycline	0.13	Tolfenamic Acid	0	0.049182378	EC
SADSM20231	3	Doxycycline	0.13	Tolfenamic Acid	10	0.055689225	EC
SADSM20231	3	Doxycycline	0.13	Tolfenamic Acid	20	0.058561616	EC
SADSM20231	3	Doxycycline	0.13	Tolfenamic Acid	40	0.034058357	EC
SADSM20231	3	Doxycycline	0.13	Tolfenamic Acid	80	0.035230762	EC
SADSM20231	3	Doxycycline	0.13	Tolfenamic Acid	160	0.045372063	EC
SADSM20231	3	Doxycycline	0.13	Tolfenamic Acid	320	0.026027385	EC
SADSM20231	3	Doxycycline	0.13	Tolfenamic Acid	640	0.048068594	EC
SADSM20231	3	Doxycycline	0.16	Tolfenamic Acid	0	0.05949954	EC
SADSM20231	3	Doxycycline	0.16	Tolfenamic Acid	10	0.052758213	EC
SADSM20231	3	Doxycycline	0.16	Tolfenamic Acid	20	0.057858173	EC
SADSM20231	3	Doxycycline	0.16	Tolfenamic Acid	40	0.040506583	EC
SADSM20231	3	Doxycycline	0.16	Tolfenamic Acid	80	0.030658384	EC
SADSM20231	3	Doxycycline	0.16	Tolfenamic Acid	160	0.058502996	EC
SADSM20231	3	Doxycycline	0.16	Tolfenamic Acid	320	0.04947548	EC
SADSM20231	3	Doxycycline	0.16	Tolfenamic Acid	640	0.104344021	EC
SADSM20231	3	Doxycycline	0.18	Tolfenamic Acid	0	0.065068462	EC
SADSM20231	3	Doxycycline	0.18	Tolfenamic Acid	10	0.053403035	EC
SADSM20231	3	Doxycycline	0.18	Tolfenamic Acid	20	0.058209895	EC
SADSM20231	3	Doxycycline	0.18	Tolfenamic Acid	40	0.060144363	EC
SADSM20231	3	Doxycycline	0.18	Tolfenamic Acid	80	0.067647753	EC
SADSM20231	3	Doxycycline	0.18	Tolfenamic Acid	160	0.089395861	EC
SADSM20231	3	Doxycycline	0.18	Tolfenamic Acid	320	0.101940591	EC
SADSM20231	3	Doxycycline	0.18	Tolfenamic Acid	640	0.021748108	EC
SADSM20231	1	Erythromycin	0	Dicumarol	0	0.933368729	EC
SADSM20231	1	Erythromycin	0	Dicumarol	2.5	0.817927443	EC
SADSM20231	1	Erythromycin	0	Dicumarol	5	0.697085708	EC
SADSM20231	1	Erythromycin	0	Dicumarol	10	0.43412126	EC
SADSM20231	1	Erythromycin	0	Dicumarol	20	0.313439934	EC
SADSM20231	1	Erythromycin	0	Dicumarol	40	0.167627805	EC
SADSM20231	1	Erythromycin	0	Dicumarol	80	0.070900947	EC
SADSM20231	1	Erythromycin	0	Dicumarol	160	0.062666599	EC
SADSM20231	1	Erythromycin	0.02	Dicumarol	0	0.72793778	EC
SADSM20231	1	Erythromycin	0.02	Dicumarol	2.5	0.674842274	EC
SADSM20231	1	Erythromycin	0.02	Dicumarol	5	0.50689365	EC
SADSM20231	1	Erythromycin	0.02	Dicumarol	10	0.320444477	EC
SADSM20231	1	Erythromycin	0.02	Dicumarol	20	0.139609633	EC
SADSM20231	1	Erythromycin	0.02	Dicumarol	40	0.075392410000000007	EC
SADSM20231	1	Erythromycin	0.02	Dicumarol	80	0.032616575	EC
SADSM20231	1	Erythromycin	0.02	Dicumarol	160	0.015773589	EC
SADSM20231	1	Erythromycin	0.04	Dicumarol	0	0.509887958	EC
SADSM20231	1	Erythromycin	0.04	Dicumarol	2.5	0.340067892	EC
SADSM20231	1	Erythromycin	0.04	Dicumarol	5	0.34568222	EC
SADSM20231	1	Erythromycin	0.04	Dicumarol	10	0.235053216	EC
SADSM20231	1	Erythromycin	0.04	Dicumarol	20	0.115334346	EC
SADSM20231	1	Erythromycin	0.04	Dicumarol	40	0.100148925	EC
SADSM20231	1	Erythromycin	0.04	Dicumarol	80	0.029247977	EC
SADSM20231	1	Erythromycin	0.04	Dicumarol	160	0.025825911	EC
SADSM20231	1	Erythromycin	0.06	Dicumarol	0	0.260130549	EC
SADSM20231	1	Erythromycin	0.06	Dicumarol	2.5	0.29894962	EC
SADSM20231	1	Erythromycin	0.06	Dicumarol	5	0.260344428	EC
SADSM20231	1	Erythromycin	0.06	Dicumarol	10	0.164312678	EC
SADSM20231	1	Erythromycin	0.06	Dicumarol	20	0.101699549	EC
SADSM20231	1	Erythromycin	0.06	Dicumarol	40	0.104961206	EC
SADSM20231	1	Erythromycin	0.06	Dicumarol	80	0.053202445	EC
SADSM20231	1	Erythromycin	0.06	Dicumarol	160	0.047855466	EC
SADSM20231	1	Erythromycin	0.08	Dicumarol	0	0.127899748	EC
SADSM20231	1	Erythromycin	0.08	Dicumarol	2.5	0.21056405	EC
SADSM20231	1	Erythromycin	0.08	Dicumarol	5	0.143352519	EC
SADSM20231	1	Erythromycin	0.08	Dicumarol	10	0.130680177	EC
SADSM20231	1	Erythromycin	0.08	Dicumarol	20	0.090631301	EC
SADSM20231	1	Erythromycin	0.08	Dicumarol	40	0.09351867	EC
SADSM20231	1	Erythromycin	0.08	Dicumarol	80	0.056517573	EC
SADSM20231	1	Erythromycin	0.08	Dicumarol	160	0.056838391	EC
SADSM20231	1	Erythromycin	0.1	Dicumarol	0	0.125440137	EC
SADSM20231	1	Erythromycin	0.1	Dicumarol	2.5	0.132284271	EC
SADSM20231	1	Erythromycin	0.1	Dicumarol	5	0.117152319	EC
SADSM20231	1	Erythromycin	0.1	Dicumarol	10	0.112072689	EC
SADSM20231	1	Erythromycin	0.1	Dicumarol	20	0.098277482	EC
SADSM20231	1	Erythromycin	0.1	Dicumarol	40	0.089187617	EC
SADSM20231	1	Erythromycin	0.1	Dicumarol	80	0.022136495	EC
SADSM20231	1	Erythromycin	0.1	Dicumarol	160	0.060955566	EC
SADSM20231	1	Erythromycin	0.12	Dicumarol	0	0.072077283	EC
SADSM20231	1	Erythromycin	0.12	Dicumarol	2.5	0.103731401	EC
SADSM20231	1	Erythromycin	0.12	Dicumarol	5	0.081434497	EC
SADSM20231	1	Erythromycin	0.12	Dicumarol	10	0.061811082	EC
SADSM20231	1	Erythromycin	0.12	Dicumarol	20	0.077745081	EC
SADSM20231	1	Erythromycin	0.12	Dicumarol	40	0.084642684	EC
SADSM20231	1	Erythromycin	0.12	Dicumarol	80	0.067960109	EC
SADSM20231	1	Erythromycin	0.12	Dicumarol	160	0.079188765	EC
SADSM20231	1	Erythromycin	0.14	Dicumarol	0	0.090043134	EC
SADSM20231	1	Erythromycin	0.14	Dicumarol	2.5	0.072451571	EC
SADSM20231	1	Erythromycin	0.14	Dicumarol	5	0.048283224	EC
SADSM20231	1	Erythromycin	0.14	Dicumarol	10	0.035183125	EC
SADSM20231	1	Erythromycin	0.14	Dicumarol	20	0.042989715	EC
SADSM20231	1	Erythromycin	0.14	Dicumarol	40	0.040476634	EC
SADSM20231	1	Erythromycin	0.14	Dicumarol	80	0.047855466	EC
SADSM20231	1	Erythromycin	0.14	Dicumarol	160	0.102875884	EC
SADSM20231	2	Erythromycin	0	Dicumarol	0	1	EC
SADSM20231	2	Erythromycin	0	Dicumarol	2.5	0.877649568	EC
SADSM20231	2	Erythromycin	0	Dicumarol	5	0.692005589	EC
SADSM20231	2	Erythromycin	0	Dicumarol	10	0.441667495	EC
SADSM20231	2	Erythromycin	0	Dicumarol	20	0.322453179	EC
SADSM20231	2	Erythromycin	0	Dicumarol	40	0.214669553	EC
