Drug	ABX	Strain	Replicate	normAUC	Exp
Imiquimod	Doxycycline	NT5002	R2	0.11325850078015987	LM18-22
Clobetasol propionate	Doxycycline	NT5002	R2	0.11352934027894532	LM18-22
Podophyllotoxin	Doxycycline	NT5002	R2	0.12986974305524066	LM18-22
Clofibric acid	Doxycycline	NT5002	R2	0.15686977697840537	LM18-22
Bendroflumethiazide	Doxycycline	NT5002	R2	0.11908570490303524	LM18-22
Raloxifene hydrochloride	Erythromycin	NT5001	R1	0.030199082020950306	LM18-12
Dicumarol	Doxycycline	NT5002	R2	0.14468821866795623	LM18-22
Merbromin	Doxycycline	NT5002	R2	0.06035702218652658	LM18-22
Hexylcaine hydrochloride	Doxycycline	NT5002	R2	0.1102835374799731	LM18-22
Drofenine hydrochloride	Doxycycline	NT5002	R2	0.10912274249812702	LM18-22
Cycloheximide	Doxycycline	NT5002	R2	0.1351680177590681	LM18-22
Fosinopril	Doxycycline	NT5002	R2	0.11523210474863017	LM18-22
Acetylsalicylic acid	Doxycycline	NT5002	R2	0.17026526713037715	LM18-22
(R) -Naproxen sodium salt	Doxycycline	NT5002	R2	0.11945997100103561	LM18-22
Propidium iodide	Doxycycline	NT5002	R2	0.11991165696395549	LM18-22
Etidronic acid, disodium salt	Erythromycin	NT5001	R1	0.03929297499268622	LM18-12
Cloperastine hydrochloride	Doxycycline	NT5002	R2	0.09549416007433681	LM18-22
Eucatropine hydrochloride	Doxycycline	NT5002	R2	0.1115018823581023	LM18-22
Isocarboxazid	Doxycycline	NT5002	R2	0.10602019720009087	LM18-22
Methotrimeprazine maleat salt	Doxycycline	NT5002	R2	0.09228004309305035	LM18-22
Dienestrol	Doxycycline	NT5002	R2	0.12416112906595347	LM18-22
Pridinol methanesulfonate salt	Doxycycline	NT5002	R2	0.09859537047438469	LM18-22
Amrinone	Doxycycline	NT5002	R2	0.1083506349538104	LM18-22
Hexachlorophene	Doxycycline	NT5002	R2	0.00930832146114025	LM18-22
Trimipramine maleate salt	Doxycycline	NT5002	R2	0.349455642866932	LM18-22
Methylhydantoin-5-(D)	Erythromycin	NT5001	R1	0.035691488232610175	LM18-12
Carbinoxamine maleate salt	Doxycycline	NT5002	R2	0.16156168306676474	LM18-22
Methazolamide	Doxycycline	NT5002	R2	0.15167510323125152	LM18-22
Pyrithyldione	Doxycycline	NT5002	R2	0.09128733532370084	LM18-22
Spectinomycin dihydrochloride	Doxycycline	NT5002	R2	0.0905347180929607	LM18-22
Piromidic acid	Doxycycline	NT5002	R2	0.10435518853486164	LM18-22
Chloropyramine hydrochloride	Doxycycline	NT5002	R2	0.09122041980927012	LM18-22
Furazolidone	Doxycycline	NT5002	R2	0.005641188226525654	LM18-22
Dichlorphenamide	Doxycycline	NT5002	R2	0.09156935409580075	LM18-22
Sulconazole nitrate	Doxycycline	NT5002	R2	0.07097213076642936	LM18-22
Simvastatin	Erythromycin	NT5001	R1	0.015781932646626494	LM18-12
Suprofen	Doxycycline	NT5002	R2	0.2006594011720124	LM18-22
Auranofin	Doxycycline	NT5002	R2	0.15658837888763302	LM18-22
Cromolyn disodium salt	Doxycycline	NT5002	R2	0.12115570334987605	LM18-22
Bucladesine sodium salt	Doxycycline	NT5002	R2	0.054128433674636316	LM18-22
Cefsulodin sodium salt	Doxycycline	NT5002	R2	0.10494118124775968	LM18-22
Fosfosal	Doxycycline	NT5002	R2	0.11920064462906359	LM18-22
Deflazacort	Doxycycline	NT5002	R2	0.10244195635598888	LM18-22
Nadolol	Doxycycline	NT5002	R2	0.1066946289102516	LM18-22
Moxalactam disodium salt	Doxycycline	NT5002	R2	0.01785918268655116	LM18-22
Aminophylline	Doxycycline	NT5002	R2	0.09872208575154377	LM18-22
Oxalamine citrate salt	Doxycycline	NT5002	R2	1.0849691590466426	LM18-22
Azlocillin sodium salt	Doxycycline	NT5002	R2	0.018760511997146852	LM18-22
Clidinium bromide	Doxycycline	NT5002	R2	0.1149005338155987	LM18-22
Sulfamonomethoxine	Doxycycline	NT5002	R2	0.08484853004153645	LM18-22
Benzthiazide	Doxycycline	NT5002	R2	0.11234625802756944	LM18-22
Trichlormethiazide	Doxycycline	NT5002	R2	0.10532885393895244	LM18-22
Diazoxide	Erythromycin	NT5001	R1	0.03380174818934302	LM18-12
Paromomycin sulfate	Erythromycin	NT5001	R1	0.03431845789870895	LM18-12
Propantheline bromide	Doxycycline	NT5002	R2	0.10026828893594274	LM18-22
Viloxazine hydrochloride	Doxycycline	NT5002	R2	0.11089736782436477	LM18-22
Dimethadione	Doxycycline	NT5002	R2	0.1124688675131542	LM18-22
Ethaverine hydrochloride	Doxycycline	NT5002	R2	0.1443668167530022	LM18-22
Indoprofen	Doxycycline	NT5002	R2	0.19308184299066347	LM18-22
Butacaine	Doxycycline	NT5002	R2	0.11179776917889406	LM18-22
Cefoxitin sodium salt	Doxycycline	NT5002	R2	0.02199469831016046	LM18-22
Ifosfamide	Doxycycline	NT5002	R2	0.052069893726687556	LM18-22
Novobiocin sodium salt	Doxycycline	NT5002	R2	0.008178138131333286	LM18-22
Acetaminophen	Erythromycin	NT5001	R1	0.0296870076887132	LM18-12
Tetrahydroxy-1,4-quinone monohydrate	Doxycycline	NT5002	R2	0.10200780941614351	LM18-22
Carbenoxolone disodium salt	Doxycycline	NT5002	R2	0.09475044319308137	LM18-22
Iocetamic acid	Doxycycline	NT5002	R2	0.10865113605798324	LM18-22
Ganciclovir	Doxycycline	NT5002	R2	0.14840816210142366	LM18-22
Ethopropazine hydrochloride	Doxycycline	NT5002	R2	0.1265866910244772	LM18-22
Ethynylestradiol 3-methyl ether	Doxycycline	NT5002	R2	0.206482942052074	LM18-22
Olanzapine	Doxycycline	NT5002	R2	0.12001767642517355	LM18-22
Trimeprazine tartrate	Doxycycline	NT5002	R2	0.11413259497172262	LM18-22
Phthalylsulfathiazole	Erythromycin	NT5001	R1	0.03466171544357849	LM18-12
Nafcillin sodium salt monohydrate	Doxycycline	NT5002	R2	0.08656385324128824	LM18-22
Procyclidine hydrochloride	Doxycycline	NT5002	R2	0.097967082200946215	LM18-22
Amiprilose hydrochloride	Doxycycline	NT5002	R2	0.10387236935694086	LM18-22
(-) -Levobunolol hydrochloride	Doxycycline	NT5002	R2	0.1027887057588763	LM18-22
Iodixanol	Doxycycline	NT5002	R2	0.11042543166041444	LM18-22
Clinafloxacin	Doxycycline	NT5002	R2	0.03440453911571764	LM18-22
Equilin	Doxycycline	NT5002	R2	0.12905027007793674	LM18-22
Tolmetin sodium salt dihydrate	Doxycycline	NT5002	R2	0.19091292711268143	LM18-22
Luteolin	Erythromycin	NT5001	R1	0.02747231616811461	LM18-12
Paroxetine Hydrochloride	Doxycycline	NT5002	R2	0.09677202874202719	LM18-22
Nylidrin	Doxycycline	NT5002	R2	0.12027062357855048	LM18-22
Liothyronine	Doxycycline	NT5002	R2	0.027538815839170623	LM18-22
Roxithromycin	Doxycycline	NT5002	R2	0.011767154919573718	LM18-22
Beclomethasone dipropionate	Doxycycline	NT5002	R2	0.09424836867108198	LM18-22
(+) -Levobunolol hydrochloride	Doxycycline	NT5002	R2	0.10130794847943894	LM18-22
Doxazosin mesylate	Doxycycline	NT5002	R2	0.13567047302499835	LM18-22
Fluvastatin sodium salt	Doxycycline	NT5002	R2	0.13637759589184886	LM18-22
Methylhydantoin-5-(L)	Doxycycline	NT5002	R2	0.12354429843331326	LM18-22
Azacytidine-5	Doxycycline	NT5002	R2	0.4183717036287434	LM18-22
Gabapentin	Doxycycline	NT5002	R2	0.1380331185390568	LM18-22
Raloxifene hydrochloride	Doxycycline	NT5002	R2	0.05275925359411727	LM18-22
Etidronic acid, disodium salt	Doxycycline	NT5002	R2	0.05883695487703003	LM18-22
Methylhydantoin-5-(D)	Doxycycline	NT5002	R2	0.1112747646603442	LM18-22
Simvastatin	Doxycycline	NT5002	R2	0.10437346537551029	LM18-22
Paromomycin sulfate	Doxycycline	NT5002	R2	0.1075939963114503	LM18-22
Acetaminophen	Doxycycline	NT5002	R2	0.12055599202134085	LM18-22
Bicalutamide	Erythromycin	NT5001	R1	0.03620341893433116	LM18-12
Phthalylsulfathiazole	Doxycycline	NT5002	R2	0.11930336959608445	LM18-22
Luteolin	Doxycycline	NT5002	R2	0.10536249984873579	LM18-22
Bicalutamide	Doxycycline	NT5002	R2	0.13122799104918154	LM18-22
Iopamidol	Doxycycline	NT5002	R2	0.1266829289503663	LM18-22
Iopromide	Doxycycline	NT5002	R2	0.1825453127048103	LM18-22
Theophylline monohydrate	Doxycycline	NT5002	R2	0.017669948945421208	LM18-22
Theobromine	Doxycycline	NT5002	R2	0.11542757393955358	LM18-22
Reserpine	Doxycycline	NT5002	R2	0.07872959152697045	LM18-22
Iopamidol	Erythromycin	NT5001	R1	0.03345740663523334	LM18-12
Scopolamine hydrochloride	Doxycycline	NT5002	R2	0.11538908856428001	LM18-22
Ioversol	Doxycycline	NT5002	R2	0.11461788451409188	LM18-22
Rabeprazole Sodium salt	Doxycycline	NT5002	R2	0.11848238956114178	LM18-22
Carbachol	Doxycycline	NT5002	R2	0.11523888761486446	LM18-22
Clioquinol	Doxycycline	NT5002	R2	0.09194386552804097	LM18-22
Niacin	Doxycycline	NT5002	R2	0.10640932445199382	LM18-22
Bemegride	Doxycycline	NT5002	R2	0.10608930425306104	LM18-22
Digoxigenin	Doxycycline	NT5002	R2	0.0465239310880509	LM18-22
Meglumine	Doxycycline	NT5002	R2	0.09718288680616204	LM18-22
Iopromide	Erythromycin	NT5001	R1	0.03929292729314795	LM18-12
Dolasetron mesilate	Doxycycline	NT5002	R2	0.10310401023801138	LM18-22
Oxybenzone	Doxycycline	NT5002	R2	0.1185744745450571	LM18-22
Promethazine hydrochloride	Doxycycline	NT5002	R2	0.07821847511545742	LM18-22
Diacerein	Doxycycline	NT5002	R2	0.05643865589221537	LM18-22
Esmolol hydrochloride	Doxycycline	NT5002	R2	0.08013800100055293	LM18-22
N-Acetyl-L-leucine	Doxycycline	NT5002	R2	0.11951836816528051	LM18-22
Cortisol acetate	Doxycycline	NT5002	R2	0.11576472163143753	LM18-22
Flubendazol	Doxycycline	NT5002	R2	0.1131075100397222	LM18-22
Theophylline monohydrate	Erythromycin	NT5001	R1	0.03757935666953413	LM18-12
Felbinac	Doxycycline	NT5002	R2	0.22643831310420673	LM18-22
Butylparaben	Doxycycline	NT5002	R2	0.11531408655200698	LM18-22
Aminohippuric acid	Doxycycline	NT5002	R2	0.10502414369106902	LM18-22
Pipemidic acid	Doxycycline	NT5002	R2	0.10630814671095623	LM18-22
Dioxybenzone	Doxycycline	NT5002	R2	0.1357171629816531	LM18-22
Adrenosterone	Doxycycline	NT5002	R2	0.09895227205517806	LM18-22
Methylatropine nitrate	Doxycycline	NT5002	R2	0.09138723187565359	LM18-22
Fluspirilen	Doxycycline	NT5002	R2	0.10111426004843951	LM18-22
Theobromine	Erythromycin	NT5001	R1	0.03449003895444743	LM18-12
Hymecromone	Doxycycline	NT5002	R2	0.09813184771295769	LM18-22
Abacavir Sulfate	Doxycycline	NT5002	R2	0.1087719079724114	LM18-22
Diloxanide furoate	Doxycycline	NT5002	R2	0.07039640304039967	LM18-22
Metyrapone	Doxycycline	NT5002	R2	0.09635948346452992	LM18-22
Urapidil hydrochloride	Doxycycline	NT5002	R2	0.09597773587688453	LM18-22
S-(+)-ibuprofen	Doxycycline	NT5002	R2	0.09534714683625228	LM18-22
Ethynodiol diacetate	Doxycycline	NT5002	R2	0.09632837346606318	LM18-22
Nabumetone	Doxycycline	NT5002	R2	0.1106229951565154	LM18-22
Nisoxetine hydrochloride	Doxycycline	NT5002	R2	0.09532298741123038	LM18-22
Amidopyrine	Erythromycin	NT5001	R1	0.0302003568283435	LM18-12
Reserpine	Erythromycin	NT5001	R1	0.025050124323894047	LM18-12
Nitrendipine	Doxycycline	NT5002	R2	0.08117724364090252	LM18-22
(+)-Isoproterenol (+)-bitartrate salt	Doxycycline	NT5002	R2	0.10962228691663169	LM18-22
Monobenzone	Doxycycline	NT5002	R2	0.10780339234974393	LM18-22
2-Aminobenzenesulfonamide	Doxycycline	NT5002	R2	0.0505652774700773	LM18-22
Estrone	Doxycycline	NT5002	R2	0.10119183202612031	LM18-22
Lorglumide sodium salt	Doxycycline	NT5002	R2	0.09928672070778662	LM18-22
Flurbiprofen	Doxycycline	NT5002	R2	0.15498458731529677	LM18-22
Nimodipine	Doxycycline	NT5002	R2	0.10740678424110275	LM18-22
Bacitracin	Doxycycline	NT5002	R2	0.054794733564102395	LM18-22
L(-)-vesamicol hydrochloride	Doxycycline	NT5002	R2	0.12199542236975884	LM18-22
Idazoxan hydrochloride	Doxycycline	NT5002	R2	0.09808773420569795	LM18-22
Nizatidine	Doxycycline	NT5002	R2	0.10319620719970991	LM18-22
Thioperamide maleate	Doxycycline	NT5002	R2	0.11165686114235582	LM18-22
Xamoterol hemifumarate	Doxycycline	NT5002	R2	0.02406102573852722	LM18-22
Rolipram	Doxycycline	NT5002	R2	0.10266132000161834	LM18-22
Thonzonium bromide	Doxycycline	NT5002	R2	0.09610607505878939	LM18-22
Scopolamine hydrochloride	Erythromycin	NT5001	R1	0.031743883556734735	LM18-12
Quinapril HCl	Doxycycline	NT5002	R2	0.10085443961372421	LM18-22
Nilutamide	Doxycycline	NT5002	R2	0.10658164930698347	LM18-22
Ketorolac tromethamine	Doxycycline	NT5002	R2	0.10463537552597654	LM18-22
Protriptyline hydrochloride	Doxycycline	NT5002	R2	0.08779246360154594	LM18-22
Bephenium hydroxynaphthoate	Doxycycline	NT5002	R2	0.12225048837314222	LM18-22
Propofol	Doxycycline	NT5002	R2	0.12603689729465586	LM18-22
S(-)Eticlopride hydrochloride	Doxycycline	NT5002	R2	0.11294044470289685	LM18-22
Primidone	Doxycycline	NT5002	R2	0.07935505906361787	LM18-22
Flucytosine	Doxycycline	NT5002	R2	0.07238850090666728	LM18-22
Ioversol	Erythromycin	NT5001	R1	0.03500211328668446	LM18-12
(-)-MK 801 hydrogen maleate	Doxycycline	NT5002	R2	0.11108994291687316	LM18-22
Dehydroisoandosterone 3-acetate	Doxycycline	NT5002	R2	0.08792119340894146	LM18-22
Benserazide hydrochloride	Doxycycline	NT5002	R2	0.09296346271872846	LM18-22
Iodipamide	Doxycycline	NT5002	R2	0.09362717908076153	LM18-22
Allopurinol	Doxycycline	NT5002	R2	0.09036901501934641	LM18-22
Altretamine	Doxycycline	NT5002	R2	0.12346767601761188	LM18-22
Pentetic acid	Doxycycline	NT5002	R2	0.11536056804900113	LM18-22
Bretylium tosylate	Doxycycline	NT5002	R2	0.120867642348795	LM18-22
Rabeprazole Sodium salt	Erythromycin	NT5001	R1	0.02306719241287704	LM18-12
Pralidoxime chloride	Doxycycline	NT5002	R2	0.07059049316352303	LM18-22
Phenoxybenzamine hydrochloride	Doxycycline	NT5002	R2	0.11431871599118928	LM18-22
Salmeterol	Doxycycline	NT5002	R2	0.12024137882556578	LM18-22
Prazosin hydrochloride	Doxycycline	NT5002	R2	0.14430351089462556	LM18-22
Timolol maleate salt	Doxycycline	NT5002	R2	0.10789733103484205	LM18-22
(+,-)-Octopamine hydrochloride	Doxycycline	NT5002	R2	0.07456758697335525	LM18-22
Stavudine	Doxycycline	NT5002	R2	0.050926864873236	LM18-22
Megestrol acetate	Doxycycline	NT5002	R2	0.11324403406456646	LM18-22
Carbachol	Erythromycin	NT5001	R1	0.030797109140020096	LM18-12
Crotamiton	Doxycycline	NT5002	R2	0.12026611636758852	LM18-22
Toremifene	Doxycycline	NT5002	R2	0.10169465048143113	LM18-22
(R)-(+)-Atenolol	Doxycycline	NT5002	R2	0.043234299936681576	LM18-22
Tyloxapol	Doxycycline	NT5002	R2	0.12111937461235524	LM18-22
Florfenicol	Doxycycline	NT5002	R2	0.01654669434567399	LM18-22
Deoxycorticosterone	Doxycycline	NT5002	R2	0.1102382625393876	LM18-22
Urosiol	Doxycycline	NT5002	R2	0.09069797785184817	LM18-22
Proparacaine hydrochloride	Doxycycline	NT5002	R2	0.05732818425401987	LM18-22
Aminocaproic acid	Doxycycline	NT5002	R2	0.034065688632969764	LM18-22
Sotalol hydrochloride	Doxycycline	NT5002	R2	0.11274097574934738	LM18-22
Denatonium benzoate	Doxycycline	NT5002	R2	0.11113423509421937	LM18-22
Canrenone	Doxycycline	NT5002	R2	0.14755960027917153	LM18-22
Enilconazole	Doxycycline	NT5002	R2	0.0786675625485966	LM18-22
Methacycline hydrochloride	Doxycycline	NT5002	R2	0.01108610312026859	LM18-22
Floxuridine	Doxycycline	NT5002	R2	0.012218619887593825	LM18-22
Gestrinone	Doxycycline	NT5002	R2	0.3082754967432063	LM18-22
Decamethonium bromide	Doxycycline	NT5002	R2	0.14398823250354503	LM18-22
Clioquinol	Erythromycin	NT5001	R1	0.10404564912213309	LM18-12
Darifenacin hydrobromide	Doxycycline	NT5002	R2	0.13036017696767893	LM18-22
Indatraline hydrochloride	Doxycycline	NT5002	R2	0.12816662566303527	LM18-22
Tracazolate hydrochloride	Doxycycline	NT5002	R2	0.11542131564577637	LM18-22
Remoxipride Hydrochloride	Doxycycline	NT5002	R2	0.11417396341023126	LM18-22
THIP Hydrochloride	Doxycycline	NT5002	R2	0.15786211138724027	LM18-22
Pirlindole mesylate	Doxycycline	NT5002	R2	0.09183065216755706	LM18-22
Pronethalol hydrochloride	Doxycycline	NT5002	R2	0.11678343912079313	LM18-22
Naftopidil dihydrochloride	Doxycycline	NT5002	R2	0.11051327821118816	LM18-22
Niacin	Erythromycin	NT5001	R1	0.12580178967053846	LM18-12
Zardaverine	Doxycycline	NT5002	R2	0.11619965755839455	LM18-22
Memantine Hydrochloride	Doxycycline	NT5002	R2	0.11196828742782604	LM18-22
Ozagrel hydrochloride	Doxycycline	NT5002	R2	0.12635205978267997	LM18-22
Piribedil hydrochloride	Doxycycline	NT5002	R2	0.14383496028369053	LM18-22
Proscillaridin A	Doxycycline	NT5002	R2	0.11597327652146111	LM18-22
Nitrocaramiphen hydrochloride	Doxycycline	NT5002	R2	0.10948131323566454	LM18-22
Nandrolone	Doxycycline	NT5002	R2	0.10999407773037231	LM18-22
Dimaprit dihydrochloride	Doxycycline	NT5002	R2	0.08966394216686721	LM18-22
Oxfendazole	Doxycycline	NT5002	R2	0.11835683472702348	LM18-22
Bemegride	Erythromycin	NT5001	R1	0.6331365196518092	LM18-12
Guaiacol	Doxycycline	NT5002	R2	0.11739002652024239	LM18-22
Pramipexole	Doxycycline	NT5002	R2	0.1097120325473913	LM18-22
Norgestimate	Doxycycline	NT5002	R2	0.12111921253127465	LM18-22
Chlormadinone acetate	Doxycycline	NT5002	R2	0.09909785840951928	LM18-22
Phenylbutazone	Doxycycline	NT5002	R2	0.11870589041308106	LM18-22
Prothionamide	Doxycycline	NT5002	R2	0.11587906117333219	LM18-22
Gliquidone	Doxycycline	NT5002	R2	0.1335760128671049	LM18-22
Pizotifen malate	Doxycycline	NT5002	R2	0.006579860884979026	LM18-22
Busulfan	Erythromycin	NT5001	R1	0.030372033815059762	LM18-12
Digoxigenin	Erythromycin	NT5001	R1	0.6170114737452566	LM18-12
Ribavirin	Doxycycline	NT5002	R2	0.067107264667991	LM18-22
Cyclopenthiazide	Doxycycline	NT5002	R2	0.11047277988829778	LM18-22
Fluvoxamine maleate	Doxycycline	NT5002	R2	0.10058659734401977	LM18-22
Fluticasone propionate	Doxycycline	NT5002	R2	0.11557290062953227	LM18-22
Zuclopenthixol dihydrochloride	Doxycycline	NT5002	R2	0.0763379095361671	LM18-22
Proguanil hydrochloride	Doxycycline	NT5002	R2	0.11889376471375256	LM18-22
Lymecycline	Doxycycline	NT5002	R2	0.02650460339049021	LM18-22
Epitiostanol	Doxycycline	NT5002	R2	0.00582770380399024	LM18-22
Meglumine	Erythromycin	NT5001	R1	0.02436947034649023	LM18-12
Alfadolone acetate	Doxycycline	NT5002	R2	0.12568747800492155	LM18-22
Alfaxalone	Doxycycline	NT5002	R2	0.12350369052413654	LM18-22
Azapropazone	Doxycycline	NT5002	R2	0.009210881309481595	LM18-22
Meptazinol hydrochloride	Doxycycline	NT5002	R2	0.10902526656636938	LM18-22
Apramycin	Doxycycline	NT5002	R2	0.1187630157075164	LM18-22
Fursultiamine Hydrochloride	Doxycycline	NT5002	R2	0.11061219982592292	LM18-22
Gabexate mesilate	Doxycycline	NT5002	R2	0.11353369091824918	LM18-22
Pivampicillin	Doxycycline	NT5002	R2	0.12146581612599065	LM18-22
Talampicillin hydrochloride	Doxycycline	NT5002	R2	0.126209191363372	LM18-22
Dolasetron mesilate	Erythromycin	NT5001	R1	0.028184356496796025	LM18-12
Moxonidine	Doxycycline	NT5002	R2	0.1269871497137469	LM18-22
Flucloxacillin sodium	Doxycycline	NT5002	R2	0.11249023169344173	LM18-22
Trapidil	Doxycycline	NT5002	R2	0.12462139032288606	LM18-22
Deptropine citrate	Doxycycline	NT5002	R2	0.07575391747701338	LM18-22
Sertraline	Doxycycline	NT5002	R2	0.10272392177789579	LM18-22
Ethamsylate	Doxycycline	NT5002	R2	0.11936200062859335	LM18-22
Etilefrine hydrochloride	Doxycycline	NT5002	R2	0.1151344189323929	LM18-22
Alprostadil	Doxycycline	NT5002	R2	0.11800907134320655	LM18-22
Tribenoside	Doxycycline	NT5002	R2	0.1075919754931527	LM18-22
Rimexolone	Doxycycline	NT5002	R2	0.10806571675460842	LM18-22
Arbutin	Doxycycline	NT5002	R2	0.12055274230406464	LM18-22
Isradipine	Doxycycline	NT5002	R2	0.12849289932018604	LM18-22
Tiletamine hydrochloride	Doxycycline	NT5002	R2	0.13105268074659718	LM18-22
Isometheptene mucate	Doxycycline	NT5002	R2	0.08905082179633997	LM18-22
Nifurtimox	Doxycycline	NT5002	R2	0.0032989988798005146	LM18-22
Letrozole	Doxycycline	NT5002	R2	0.12409588350826456	LM18-22
Oxybenzone	Erythromycin	NT5001	R1	0.027798995981593338	LM18-12
Tocainide hydrochloride	Doxycycline	NT5002	R2	0.11198488471164496	LM18-22
Benzathine benzylpenicillin	Doxycycline	NT5002	R2	0.01908068652813089	LM18-22
Risperidone	Doxycycline	NT5002	R2	0.11168632147748835	LM18-22
Torsemide	Doxycycline	NT5002	R2	0.08966412549080034	LM18-22
Alcuronium chloride	Doxycycline	NT5002	R2	0.11301353502078743	LM18-22
Halofantrine hydrochloride	Doxycycline	NT5002	R2	0.11386181651069349	LM18-22
Articaine hydrochloride	Doxycycline	NT5002	R2	0.11009822338574925	LM18-22
Nomegestrol acetate	Doxycycline	NT5002	R2	0.08954360804339309	LM18-22
Pancuronium bromide	Doxycycline	NT5002	R2	0.107333495053663	LM18-22
Promethazine hydrochloride	Erythromycin	NT5001	R1	0.026597357295084268	LM18-12
Molindone hydrochloride	Doxycycline	NT5002	R2	0.11124812334681564	LM18-22
Zalcitabine	Doxycycline	NT5002	R2	0.09069873777833215	LM18-22
Methyldopate hydrochloride	Doxycycline	NT5002	R2	0.077694524419214	LM18-22
Levocabastine hydrochloride	Doxycycline	NT5002	R2	0.070133493416943	LM18-22
Pyrvinium pamoate	Doxycycline	NT5002	R2	0.04314719754849559	LM18-22
Isoflupredone acetate	Doxycycline	NT5002	R2	0.09798053198416656	LM18-22
Acyclovir	Doxycycline	NT5002	R2	0.1155086604303971	LM18-22
Mafenide hydrochloride	Doxycycline	NT5002	R2	0.23244362399749513	LM18-22
Diacerein	Erythromycin	NT5001	R1	0.010978665010806207	LM18-12
Pinacidil	Doxycycline	NT5002	R2	0.09932696101232007	LM18-22
Methyldopa (L,-)	Doxycycline	NT5002	R2	0.11750822416587536	LM18-22
Morpholinoethylamino-3-benzocyclohepta-(5,6-c)-pyridazine dihydrochloride	Doxycycline	NT5002	R2	0.12411525881408025	LM18-22
Colistin sulfate	Doxycycline	NT5002	R2	0.10405218179671014	LM18-22
Eserine hemisulfate salt	Doxycycline	NT5002	R2	0.12299075052506703	LM18-22
Oxiconazole Nitrate	Doxycycline	NT5002	R2	0.11028593090867427	LM18-22
Mephentermine hemisulfate	Doxycycline	NT5002	R2	0.13181101720808752	LM18-22
Sulfathiazole	Doxycycline	NT5002	R2	0.12012131930952741	LM18-22
Esmolol hydrochloride	Erythromycin	NT5001	R1	0.1529206008859922	LM18-12
Guanabenz acetate	Doxycycline	NT5002	R2	0.13309744354516725	LM18-22
Iproniazide phosphate	Doxycycline	NT5002	R2	0.14285756326022814	LM18-22
Isotretinoin	Doxycycline	NT5002	R2	0.10160567764177048	LM18-22
Chlormezanone	Doxycycline	NT5002	R2	0.14108285310810176	LM18-22
Bacampicillin hydrochloride	Doxycycline	NT5002	R2	0.13538490626142716	LM18-22
Tiaprofenic acid	Doxycycline	NT5002	R2	0.13474046962824454	LM18-22
Acetopromazine maleate salt	Doxycycline	NT5002	R2	0.1184616741768017	LM18-22
Lanatoside C	Doxycycline	NT5002	R2	0.13921683436077872	LM18-22
Cefazolin sodium salt	Doxycycline	NT5002	R2	0.015350044797278741	LM18-22
Cimetidine	Doxycycline	NT5002	R2	0.11153259284533082	LM18-22
Nicorandil	Doxycycline	NT5002	R2	0.09908385112832642	LM18-22
